StockistID,StockistName,StockistRetailerGroupID,StockistSiteId,StockistWebsiteUrl,StockistPhone,StockistFax,StockistEmail,StockistAddressLine1,StockistSuburb,StockistPostcode,StockistStateId,StockistCountryId,StockistLatitude,StockistLongitude,StockistGUID,StockistLastModified,StockistLoyalty,ShowInSelector,ShowLeadGeneration
204,David Jones Chatswood Chase,9,5,www.davidjones.com.au,02 9844 4111,02 9844 4114,,"Chatswood Chase, 91 Archer Street",Chatswood,2067,121,284,-33.7950745,151.1859589,a8c00829-dea2-43e1-9bf3-a4d3d51beda6,11/12/2014 2:26:07 AM,True,True,False
1506,David Jones Chermside,9,5,www.davidjones.com.au,(07) 3624 1400,,,"Westfield Chermside, Corner Gympie & Hamilton Roads",Chermside,4032,122,284,-27.3815360,153.0321314,22c4d1be-516c-4d2a-bc39-12919f06bfa7,4/26/2017 1:30:27 PM,True,True,False
1308,David Jones Doncaster,9,5,www.davidjones.com.au,(03) 8848 2300,,,Westfield Doncaster,Doncaster,3108,125,284,-37.7861722,145.1254793,eda937bd-10b1-4fb6-82e5-26fb9f6072f6,9/16/2015 8:33:34 PM,True,True,False
223,David Jones Garden City,9,5,www.davidjones.com.au,07 3243 9400,07 3243 9543,,"Garden City Centre, Cnr Kessels & Logan Roads",Upper Mt Gravatt,4122,122,284,-27.5578213,153.0802002,edcd85e6-a739-4a1e-9bfe-08c5c6aa70e5,11/12/2014 2:26:07 AM,True,True,False
217,David Jones Glen Waverley,9,5,www.davidjones.com.au,03 9518 2999,,,"Centro The Glen, Corner Snedden Drive & High Street",Glen Waverley,3150,125,284,-37.8770905,145.1660004,315881a0-7c60-4408-8882-68aeeb5b4e7c,11/12/2014 2:26:07 AM,True,True,False
940,David Jones Hay St,9,5,www.davidjones.com.au,08 9210 4000,,,622 Hay Street ,Perth,6000,126,284,-31.9540080,115.8588120,39ffcd03-d73f-43d1-9517-8adcf6592388,4/28/2015 2:10:18 AM,True,True,False
942,David Jones Highpoint,9,5,www.davidjones.com.au,03 9280 6500,,,120 - 200 Rosamond Road ,Maribyrnong,3032 ,125,284,-37.7724435,144.8867485,2ae3c9d9-0a69-4e06-aafd-21d174608d3e,5/4/2015 8:47:39 PM,True,True,False
210,David Jones Hornsby,9,5,www.davidjones.com.au,02 9472 3700,02 9472 3799,,236 Pacific Highway,Hornsby,2077,121,284,-33.7033386,151.0977020,dc6bee07-03ce-4851-8d08-15834f7812bc,11/12/2014 2:26:07 AM,True,True,False
209,David Jones Kotara,9,5,www.davidjones.com.au,02 4923 2555,02 4923 2555,,"Westfield Shopping Centre, Cnr Northcott Drive & Park Avenue",Kotara,2289,121,284,-32.9425049,151.6990356,733c9368-20eb-4f4c-8b35-d315b0e65b2f,11/12/2014 2:26:07 AM,True,True,False
214,David Jones Macarthur,9,5,www.davidjones.com.au,02 4628 9000,02 4625 9130,,"Macarthur Square, Gilchrist Drive",Campbelltown,2560,121,284,-34.0747757,150.8001556,f2200486-53e4-40e6-8bc1-8efd46af4cce,11/12/2014 2:26:07 AM,True,True,False
927,David Jones Macquarie Centre,9,5,www.davidjones.com.au,(02) 9812 2200,,,CNR Herring and Waterloo Roads ,"Macquarie Park, North Ryde",2113,121,284,-33.7768340,151.1203360,77191b02-fbc1-4ed5-aa32-0973f5de64c2,4/17/2015 11:00:45 AM,True,True,False
1310,David Jones Malvern Central,9,5,www.davidjones.com.au,03 85086111 ,,online@davidjones.com.au,110-122 Wattletree Rd,Malvern ,3144 ,125,284,-37.8631071,145.0269792,d9dc3664-978c-4001-a0c2-2dd8e0f08f1f,10/7/2015 1:10:35 AM,True,True,False
220,David Jones Marion,9,5,www.davidjones.com.au,08 8405 5400,08 8298 1976,,"Westfield Marion, 297 Diagonal Road",Oaklands Park,5046,123,284,-34.9997063,138.5524292,f06e82ba-e09b-4ca8-bed0-cb841b64ea9d,11/12/2014 2:26:07 AM,True,True,False
202,David Jones Market Street,9,5,www.davidjones.com.au,02 9266 5544,02 9267 4770,,65-77 Market Street,Sydney,2000,121,284,-33.8710747,151.2089996,a35dc18d-c6d2-4fe7-bc65-edb1d1371f65,11/7/2016 3:29:07 AM,True,True,True
207,David Jones Miranda,9,5,www.davidjones.com.au,02 9710 7111,02 9710 7222,,"Westfield Shopping Centre, 600-634 The Kingsway",Miranda,2228,121,284,-34.0340157,151.1004333,0deea927-f56c-4807-bce2-d1c34922357f,11/12/2014 2:26:07 AM,True,True,False
211,David Jones Parramatta,9,5,www.davidjones.com.au,02 9841 3555,02 9841 3553,,"Westfield Parramatta, Corner Argyle & Marsden Streets",Parramatta,2124,121,284,-33.8183708,151.0005341,5c18e411-91fa-4c7e-a3de-bf6368402e47,11/12/2014 2:26:07 AM,True,True,False
226,David Jones Queens Plaza,9,5,www.davidjones.com.au,07 3243 9000,07 3243 9777,,"QueensPlaza, 210 Queen Street",Brisbane,4000,122,284,-27.4693031,153.0251465,46ecce28-be40-4d80-adf7-9e578297ae0b,11/7/2016 3:28:25 AM,True,True,True
225,David Jones Robina Town Centre,9,5,www.davidjones.com.au,07 5585 2999,07 5585 2908,,Robina Town Centre Drive,Robina,4230,122,284,-28.0735645,153.3788910,2e7e3a36-d036-453c-8779-1e59740be25b,11/7/2016 3:28:46 AM,True,True,True
928,David Jones Rundle Mall,9,5,www.davidjones.com.au,(08) 8305 3000,,,100 Rundle Mall,Adelaide,5000,123,284,-34.9222311,138.6031696,0e43a714-af21-49d3-a4ad-7f3232e4d0f6,4/20/2015 7:00:41 AM,True,True,False
219,David Jones Southland,9,5,www.davidjones.com.au,03 9501 1111,03 8531 4208,,1239 Nepean Highway,Cheltenham,3192,125,284,-37.9587822,145.0531769,9d1c9997-9983-49f2-b24a-e9e3bea8c5e9,11/12/2014 2:26:07 AM,True,True,False
224,David Jones Toowong Village,9,5,www.davidjones.com.au,07 3243 9800,,,Corner Benson & Sherwood Roads,Toowong,4066,122,284,-27.4853210,152.9905701,f1f37273-6866-4717-bf0b-45ac831426d0,11/12/2014 2:26:07 AM,True,True,False
212,David Jones Tuggerah,9,5,www.davidjones.com.au,02 4350 2999,02 4350 2854,,"Westfield Shopping Centre, Wyong Road",Tuggerah,2259,121,284,-33.3070107,151.4158936,6f2d580e-125d-41b6-839e-f5809ba53340,11/12/2014 2:26:07 AM,True,True,False
221,David Jones West Lakes,9,5,www.davidjones.com.au,08 8405 5500,08 8356 6772,,"Westfield West Lakes, West Lakes Boulevard",West Lakes,5021,123,284,-34.8769341,138.4932861,08c2caf5-2664-4b46-a9f8-7965a9bd55fd,11/12/2014 2:26:07 AM,True,True,False
215,David Jones Woden,9,5,www.davidjones.com.au,02 6202 6222,,,"Westfield Woden, Bradley Street",Phillip,2606,120,284,-35.3462715,149.0868835,84dcf4b0-4f04-4276-ba98-dcb6d02bd06c,11/12/2014 2:26:07 AM,True,True,False
213,David Jones Wollongong,9,5,www.davidjones.com.au,02 4252 5555,,,169 Crown Street,Wollongong,2500,121,284,-34.4249420,150.8931274,a84b0eb3-93dd-4bb5-8389-3246d6433bcc,11/12/2014 2:26:07 AM,True,True,False
706,Derby Furniture,13,5,""" """,08 9191 1873,,,50 Clarendon Street,Derby,6728,126,284,-17.3052521,123.6300430,700c3af1-1fb1-4ce4-9d57-2fc1d63ca5d0,12/15/2014 11:55:07 PM,True,True,False
707,Dick & Dons,13,5,""" """,""" """,,,83-85 Parry Street,Newcastle,2300,121,284,-32.9272728,151.7582245,5a1ba3d1-9a7f-4df2-ba3f-953a3f1262d3,11/12/2014 2:35:42 AM,True,True,False
262,Domayne Alexandria,10,5,www.domayne.com.au,02 8339 7000,,,84 O'Riordan Street,Alexandria,2015,121,284,-33.9179840,151.1944580,ab185cb3-0ecf-4346-9694-704a9ad292e3,11/12/2014 2:26:08 AM,True,True,False
263,Domayne Auburn,10,5,www.domayne.com.au,02 8748 4200,,,103-123 Parramatta Road,Auburn,2144,121,284,-33.8436813,151.0402222,5e4212d8-5ae7-49cc-9af9-26766baa6805,11/12/2014 2:26:08 AM,True,True,False
264,Domayne Belrose,10,5,www.domayne.com.au,02 9479 8800,,,Cnr Mona Vale Rd & Forest Way,Belrose,2085,121,284,-33.7041016,151.2143555,c5b759b7-fd87-4c00-ac7e-283853c161b0,11/12/2014 2:26:08 AM,True,True,False
265,Domayne Bundall,10,5,www.domayne.com.au,07 5553 2100,,,"29-45 Ashmore Road, Gold Coast",Bundall,4217,122,284,-28.0105705,153.4074249,de490488-03a4-472d-b424-1c9c51c5bbeb,11/12/2014 2:26:08 AM,True,True,False
266,Domayne Caringbah,10,5,www.domayne.com.au,02 8536 5200,,,212 Taren Point Road,Caringbah,2229,121,284,-34.0290566,151.1205750,3a407739-cecd-4609-b03c-3b634f000124,11/12/2014 2:26:08 AM,True,True,False
267,Domayne Castle Hill,10,5,www.domayne.com.au,02 9846 8800,02 9846 8899,,Cnr Victoria Ave & Showground Rd,Castle Hill,2154,121,284,-33.7249527,150.9769745,72965e62-72e1-4330-82e5-6f9d733e45a4,11/12/2014 2:26:08 AM,True,True,False
261,Domayne City West,10,5,www.domayne.com.au,08 9215 8600,,,"Shop 3A City West Shopping Centre, Cnr Railway Street & Sutherland Street",West Perth,6005,126,284,-31.9454117,115.8474426,cfbf265d-05e0-4724-86a5-1bc801c1d232,12/15/2014 11:55:41 PM,True,True,False
268,Domayne Fortitude Valley,10,5,www.domayne.com.au,07 3620 6600,,,"Level 1, Homemaker City,1058 Ann Street",Fortitude Valley,4006,122,284,-27.4518414,153.0401611,03beacf3-ce99-46fa-a5f8-ef8292468d4f,11/12/2014 2:26:08 AM,True,True,False
269,Domayne Fyshwick,10,5,www.domayne.com.au,02 6126 2500,,,80 Collie Street,Fyshwick,2609,120,284,-35.3306732,149.1799011,bcdd348d-e372-44a1-adce-0ddc03ad3315,11/12/2014 2:26:08 AM,True,True,False
270,Domayne Gosford,10,5,www.domayne.com.au,02 4337 4800,,,Cnr Central Coast Hwy & Manns Rd,West Gosford,2250,121,284,-33.4273453,151.3180847,0443fcf5-8290-40b5-bf80-e9362aa3e8f4,11/12/2014 2:26:08 AM,True,True,False
271,Domayne Kotara,10,5,www.domayne.com.au,02 4941 3900,,,18 Bradford Place,Kotara,2289,121,284,-32.9381409,151.7086639,cbf4adb3-1a91-46e8-9924-a1fe5b1303d0,11/12/2014 2:26:08 AM,True,True,False
272,Domayne Liverpool,10,5,www.domayne.com.au,02 8778 2222,,,"Liverpool Megacenta, 10-18 Orange Grove Road",Liverpool,2170,121,284,-33.9090920,150.9187012,aaf63098-5779-4794-b2e3-4fca8ad3e14e,11/12/2014 2:26:08 AM,True,True,False
1520,Domayne Marion,10,5,www.domayneonline.com.au,(08) 8198 2400,,,919-929 Marion Road,Marion,5043,123,284,-35.0102772,138.5591197,78d95130-ef4f-4222-89c6-41e7924c335a,4/27/2017 3:48:21 PM,True,True,False
556,Domayne Maroochdore,10,5,""" """,07 5452 1400,,,"Unit 14 Maroochydore Homemaker Centre, 11-55 Maroochy Boulevard",Maroochydore,4558,122,284,-26.6628475,153.0460052,a839851f-d672-491c-bc33-f467fbe9150b,11/12/2014 2:26:11 AM,True,True,False
953,Domayne Matland,10,5,www.domayneonline.com.au,02 4932 2302,,,"Unit 6, Harvey Norman Centre, 366 New England Highway",Maitland,2320,121,284,-32.7092750,151.5092345,163fbcf4-6c6a-47c1-8dac-8f56cf277687,5/7/2015 10:22:55 PM,True,True,False
273,Domayne Melbourne QV,10,5,www.domayne.com.au,03 8664 4300,,,"Level 4, Shop 9-13, QV Upper Terrace, Cnr Swanston & Lonsdale Streets",Melbourne,3000,125,284,-37.8116112,144.9647522,a27f581b-3821-49f9-9103-ce4849a17b88,11/12/2014 2:26:08 AM,True,True,False
274,Domayne Nth Ryde,10,5,www.domayne.com.au,02 9888 8888,,,31-35 Epping Road,North Ryde,2113,121,284,-33.7922173,151.1327515,c047834b-baad-475e-8665-b1d944edb636,11/12/2014 2:26:08 AM,True,True,False
275,Domayne Penrith,10,5,www.domayne.com.au,02 4737 5000,,,Cnr Mulgoa Road & Wolseley Road,Penrith,2750,121,284,-33.7704048,150.6747131,1870d646-8b4b-4aad-bb0f-f8b1b134825f,11/12/2014 2:26:08 AM,True,True,False
552,Domayne Springvale,10,5,www.domayne.com.au,03 9565 8200,,,"Springvale Homemaker Centre, 917 Princes Highway",Springvale,3127,125,284,-37.9274559,145.1438446,07acd4cc-2e4f-4889-bb8d-b29451c34ffd,11/12/2014 2:26:11 AM,True,True,False
276,Domayne Warrawong,10,5,www.domayne.com.au,02 4255 1800,,,119-121 King Street,Warrawong,2502,121,284,-34.4887657,150.8880768,600982eb-d81e-4282-ab51-fc799e00d752,11/12/2014 2:26:08 AM,True,True,False
954,Dooners Furniture Homemakers,18,5,dooners.homemakersfurniture.com.au,02 6772 4726,,dooners@bigpond.com,136 Beardy Street,Armidale,2350,121,284,-30.5141150,151.6677600,e16225b2-459c-4593-98eb-05d810258148,5/7/2015 10:33:29 PM,True,True,False
1019,Drakes Furnishers,22,5,,06 756 7648,,drakes.admin@xtra.co.nz,5-7 Matai St,Inglewood,4330,138,423,-39.1583170,174.2077230,fd868c40-fafe-4cc9-9b86-d0f4a358535e,5/20/2015 3:21:01 AM,True,True,False
1409,Dream Bedroom,13,5,www.dreambedding.net.au,07 5592 0922,,,6/47 Ashmore Rd,Bundall,4217,122,284,-28.0100208,153.4063874,2a5e23af-2ac6-42a4-b770-96782bcc28df,9/13/2016 10:24:15 PM,True,True,False
708,Dreamland Bedding Gawler,13,5,www.dreamland.com.au,08 8523 1822,,gawler@dreamland.com.au,"Gawler Park Centre, 485 Main North Road",Evanston,5116,123,284,-34.7518720,138.6651850,b10ff639-4fad-4d65-ad12-7364e50326d6,6/12/2017 5:01:38 PM,True,True,False
709,Dreamland Bedding Gepps Cross,13,5,www.dreamland.com.au,08 8262 3100,,geppscross@dreamland.com.au,"GX HQ, Shop 43/720-780 Main North Road",Gepps Cross,5094,123,284,-34.8378503,138.6043883,7e3264c4-f82b-4960-b126-7be71d2ad708,3/22/2017 9:47:00 AM,True,True,False
711,Dreamland Bedding Marion,13,5,www.dreamland.com.au,08 8377 4377,,marion@dreamland.com.au,Shop 4/941 Marion Road,Mitchell Park,5043,123,284,-35.0150130,138.5594045,e01f028a-e7dd-4904-a81a-3e372a2fe90f,3/22/2017 9:45:00 AM,True,True,False
710,Dreamland Bedding Mile End,13,5,www.dreamland.com.au,08 8352 2347,,mileend@dreamland.com.au,"17B Mile End Homemaker Centre, 121 Railway Terrace",Mile End,5031,123,284,-34.9339110,138.5750600,742b569d-0d09-4820-82dc-7ad89206a4e3,4/7/2015 4:23:11 AM,True,True,False
712,Dreamland Bedding Mt Barker,13,5,www.dreamland.com.au,08 8391 2365,,mountbarker@dreamland.com.au,13 Mt  Barker Road,Mt Barker,5251,123,284,-35.0539703,138.8488464,f3877c60-2c95-4912-b05d-1ff9ea8f1b28,4/7/2015 4:24:59 AM,True,True,False
713,Dreamland Bedding Noarlunga,13,5,www.dreamland.com.au,08 8326 3388,,noarlunga@dreamland.com.au,17/18 Seaman Drive,Noarlunga Centre,5168,123,284,-35.1415710,138.4900665,232d29f0-1fdc-4d99-8889-7d81b6bcf9c2,4/7/2015 4:25:56 AM,True,True,False
925,Dreamland Bedding Victor Harbor,13,5,www.dreamland.com.au,08 8552 3885,,victorharbor@dreamland.com.au,295-297 Pt Elliot Road,Hayborough,5211,123,284,-35.5359460,138.6412300,fc87d911-0ee1-4145-b3c8-c5ff6878d736,4/7/2015 4:28:16 AM,True,True,False
609,Duffy's Furniture Court,7,5,www.bedsrus.com.au,07 4091 1854,07 4091 3635,,5 Robert Street,Atherton,4883,122,284,-17.2689266,145.4752197,10f01c7a-8b44-45eb-ab46-69c2110dd4ee,11/12/2014 2:26:12 AM,True,True,False
1021,Dzine Furniture,22,5,,07 378 2087,,dzinefurniture@clear.net.nz,34 Nukuhau St,Taupo,3377,131,423,-38.6826610,176.0711390,fb033eac-31b2-47d3-924c-302be3bb4f60,5/20/2015 3:21:01 AM,True,True,False
963,Eddies Furniture,18,5,www.mountgambier.homemakersfurniture.com.au,08 8725 5547,,eddiesfurniture@internode.on.net,220 Commercial Street East,Mount Gambier,5290,123,284,-37.8343020,140.7979120,debfc20e-1fd5-488f-801b-d572024adf2c,5/8/2015 3:22:02 AM,True,True,False
651,Eden Bedding and Furniture and Beds R Us,7,5,www.bedsrus.com.au,02 6496 2002,02 6496 2008,,43 - 55 Princes Highway,Eden,2551,121,284,-37.0416641,149.8984222,c3cd4b86-38ad-4f56-8426-56e50e345173,11/12/2014 2:26:12 AM,True,True,False
714,Emerald Furniture,13,5,""" """,07 4982 1821,,,15 Hospital Road,Emerald,4720,122,284,-23.5226517,148.1573944,43300adb-fabf-4d67-87ce-b87f09e616b1,11/12/2014 2:35:42 AM,True,True,False
968,Euphoria Furniture,18,5,www.euphoria.com.au,03 6234 3722,,info@euphoria.com.au,35 Letitia Street,North Hobart,7000,124,284,-42.8695780,147.3205650,ecf72827-89eb-45fd-9a1e-cfbff4c955f0,5/8/2015 4:32:02 AM,True,True,False
1443,Exmouth Betta Electrical Home Living & G,13,5,www.betta.com.au,08 9949 2166,,exmouth@my.betta.com.au,13 Patterson Way,Exmouth,6707,126,284,-21.9420287,114.1294854,6e217e90-38c4-4efb-83d4-d205519e4a16,3/22/2017 10:24:35 AM,True,True,False
1022,Fagans Furniture Beds & Flooring,22,5,,07 866 2546,,info@fagans.co.nz,33 Albert Street,Whitianga,3510,133,423,-36.8334180,175.7045280,a670ccdf-95a8-46cf-a286-2ce9b56c1df7,5/20/2015 3:21:01 AM,True,True,False
610,Felix Reitano Furniture,7,5,www.bedsrus.com.au,07 4776 5007,07 4776 2610,,109 Cartwright Street,Ingham,4850,122,284,-18.6471844,146.1622925,c6662997-babb-4f5a-b804-d971a71f4e71,11/12/2014 2:26:12 AM,True,True,False
964,Florence Furnishers Sleepzone,18,5,www.sleepzonebedding.com.au,08 8632 2344,,florencefurnishers@hotmail.com,92 Florence Street  ,Port Pirie,5540,123,284,-33.1779460,138.0082060,f0fc3449-6350-4afa-baeb-a69ad3e43fb3,5/8/2015 3:40:24 AM,True,True,False
1326,Focus on Furniture Albury ,40,5,www.focusonfurniture.com.au,02 6023 6444,,albury@focusonfurniture.com.au,8/94 Borella Rd,Albury ,2640,121,284,-36.0748316,146.9424513,78827184-ccc7-461d-b93e-da6a92f621f7,3/20/2017 4:41:08 PM,True,True,False
1327,Focus on Furniture Ballarat,40,5,www.focusonfurniture.com.au,03 5339 2558,,ballarat@focusonfurniture.com.au,10/333 Gillies Street,Wendouree,3355,125,284,-37.5339936,143.8197813,16a20e30-4f88-4b5a-acca-4e0dd6996820,3/20/2017 4:41:16 PM,True,True,False
1514,Focus on Furniture Belrose,40,5,focusonfurniture.com.au,02 8089 1472,,,"Belrose Super Centre, 4/6 Niangala Cl",Belrose,2085,121,284,-33.7031656,151.2128097,0830e061-968d-4410-82a1-422d3c54eeb0,4/27/2017 1:28:37 PM,True,True,False
1328,Focus on Furniture Bendigo,40,5,www.focusonfurniture.com.au,03 5447 7401,,bendigo@focusonfurniture.com.au,239/249 High Street,Kangaroo Flat,3555,125,284,-36.8066595,144.2403603,e767f4e7-375e-46b2-9a4b-1e4ec9c4560b,3/20/2017 4:41:23 PM,True,True,False
1389,Focus on Furniture Bendigo,40,5,www.focusonfurniture.com.au,03 5447 7401,,bendigo@focusonfurniture.com.au,"Rocklea homemaker center, High St",Kangaroo Flat,3555,125,284,-36.8068800,144.2418860,c8948173-0c2b-4add-99a7-1eaaa0b359dc,3/20/2017 4:41:30 PM,True,True,False
1329,Focus on Furniture Canberra,40,5,www.focusonfurniture.com.au,02 6228 1680,,canberra@focusonfurniture.com.au,21/337 Canberra Avenue  ,Fyshwick,2609,120,284,-35.3357216,149.1764753,987bd5ce-6b2c-4f94-b594-f848a004b8d6,3/20/2017 4:41:36 PM,True,True,False
1330,Focus on Furniture Dandenong,40,5,www.focusonfurniture.com.au,03 9792 2822,,dandenong@focusonfurniture.com.au,121 Frankston-Dandenong Rd,Dandenong,3175,125,284,-38.0110848,145.2143073,1e2dca1d-0156-4e66-9738-2f834e54666f,3/20/2017 4:41:44 PM,True,True,False
1331,Focus on Furniture Essendon,40,5,www.focusonfurniture.com.au,03 9379 3199,,essendon@focusonfurniture.com.au,13a/120 Bulla Road, Essendon ,3040,125,284,-37.7342039,144.9029108,d690efee-af37-4017-adbb-1820530b10d1,3/20/2017 4:41:50 PM,True,True,False
1332,Focus on Furniture Frankston,40,5,www.focusonfurniture.com.au,03 9783 6060,,frankston@focusonfurniture.com.au,13/111 Cranbourne Rd ,Frankston ,3199,125,284,-38.1468247,145.1349163,69cfa89a-18b2-46d1-aece-167a7b344379,3/20/2017 4:41:57 PM,True,True,False
1333,Focus on Furniture Geelong,40,5,www.focusonfurniture.com.au,03 5274 9030,,geelong@focusonfurniture.com.au,9/470 Princes ,Highway Corio ,3214,125,284,-38.0646258,144.3821234,1315dfb5-47e0-4f00-b7b3-a19d1b869393,3/20/2017 4:42:04 PM,True,True,False
1334,Focus on Furniture Gepps Cross,40,5,www.focusonfurniture.com.au,08 8262 2444,,geppscross@focusonfurniture.com.au,41/750 Main North Road ,Dry Creek ,5094,123,284,-34.8380358,138.6026057,b0421430-6e9d-43a5-81fd-bd02f4a31d66,3/20/2017 4:42:10 PM,True,True,False
1335,Focus on Furniture Hoppers Crossing,40,5,www.focusonfurniture.com.au,03 8742 2999,,hopperscrossing@focusonfurniture.com.au,9/269 Old Geelong Road ,Hoppers Crossing ,3029,125,284,-37.8746237,144.7151803,46065f17-1ec8-4225-a419-ce708b9dae11,3/20/2017 4:42:17 PM,True,True,False
1503,Focus on Furniture Maribyrnong,40,5,www.focusonfurniture.com.au,03 9317 8159,,,"Highpoint Homemaker Centre, 179 Rosamond Road",Maribyrnong,3032,125,284,-37.7717890,144.8842850,3c8b655d-eead-45a2-814e-8d9bdb7c74e0,4/26/2017 12:01:09 PM,True,True,False
1336,Focus on Furniture Mile End,40,5,www.focusonfurniture.com.au,08 8234 0044,,mileend@focusonfurniture.com.au,16/140-150 Railway Terrace ,Mile End ,5031,123,284,-34.9349686,138.5742213,1a69409c-6d89-4098-b690-4046c65defcc,3/20/2017 4:42:22 PM,True,True,False
1337,Focus on Furniture Nunawading,40,5,www.focusonfurniture.com.au,03 9894 7144,,nunawading@focusonfurniture.com.au,372 Whitehorse Rd ,Nunawading ,3131,125,284,-37.8194757,145.1770103,ba03359b-54d2-46ed-b234-c854146f78cd,3/20/2017 4:42:30 PM,True,True,False
1338,Focus on Furniture Pakenham,40,5,www.focusonfurniture.com.au,03 5941 9944,,pakenham@focusonfurniture.com.au,9/825 Princes Highway ,Pakenham ,3810,125,284,-38.0599228,145.4512853,1f4cb38d-03f1-41de-b76f-1617083f3324,3/20/2017 4:42:39 PM,True,True,False
1339,Focus on Furniture Preston,40,5,www.focusonfurniture.com.au,03 9478 2366,,preston@focusonfurniture.com.au,18/19-33 Murray Road ,Preston ,3072,125,284,-37.7425057,145.0255063,eac714b6-de4d-4cb0-9c17-e6c4a81d4ddb,3/20/2017 4:42:46 PM,True,True,False
1340,Focus on Furniture Shepparton,40,5,www.focusonfurniture.com.au,03 5822 2100,,shepparton@focusonfurniture.com.au,290 Benalla Road ,Shepparton ,3630,125,284,-36.3888677,145.4290103,07c0c25a-d1a4-483c-940c-f5d3ef0d5986,3/20/2017 4:42:56 PM,True,True,False
1341,Focus on Furniture South Wharf,40,5,www.focusonfurniture.com.au,03 9696 8411,,southwharf@focusonfurniture.com.au,20 Convention Centre Place ,South Wharf ,3006,125,284,-37.8258257,144.9470033,82813301-e7aa-443b-89d4-574c33121f89,3/20/2017 4:43:04 PM,True,True,False
1342,Focus on Furniture Springvale,40,5,www.focusonfurniture.com.au,03 9540 0855,,springvale@focusonfurniture.com.au,12/917 Princes Highway ,Springvale ,3171,125,284,-37.9274386,145.1416313,461ba694-c656-4c1d-9f7d-0b8e81fe67b6,3/20/2017 4:43:13 PM,True,True,False
1343,Focus on Furniture Wagga Wagga,40,5,www.focusonfurniture.com.au,02 6921 8488,,wagga@focusonfurniture.com.au,5/7 Hammond Avenue ,East Wagga Wagga ,2650,121,284,-35.1188673,147.3778927,3073b0e0-98e7-4566-907d-8c5342fe8675,3/20/2017 4:43:23 PM,True,True,False
965,Forbes Homemakers,18,5,www.forbesfurniture.com.au,08 8682 3388,,sales@forbesfurniture.com.au,53-54 Tasman Terrace ,Port Lincoln,5606,123,284,-34.7196170,135.8569740,9d2182dc-f982-48cd-8677-442bbd39b62e,3/22/2017 12:48:42 PM,True,True,False
1023,Forlongs Of Frankton,22,5,,07 847 9089,,bedding@forlongs.co.nz,128 Commerce Street,Frankton,3204,131,423,-37.7874010,175.2654770,a9889796-33d5-47e7-99fa-5fe32e88fe00,5/20/2015 3:21:01 AM,True,True,False
1480,Forrestfield Furniture,18,5,"""",(08) 9453 2448,,forifurn1@bigpond.com,4-6 / 369 Holmes Rd,Forrestfield,6058,126,284,-31.9887800,116.0161000,85714098-5999-4a5b-9b72-19648d688201,3/22/2017 2:04:33 PM,True,True,False
332,Forty Winks Albury,11,5,www.fortywinks.com.au,02 6021 8400,02 6021 8422,albury@fortywinks.com.au,"Unit 5, Homemaker Centre, 94 Borella Road",Albury,2640,121,284,-36.0754662,146.9450073,dd5bd546-f972-475c-8c98-981ba724036d,1/11/2015 8:19:16 PM,True,True,False
333,Forty Winks Alexandria,11,5,www.fortywinks.com.au,02 9667 4933,02 9667 4934,alexandria@fortywinks.com.au,"Shop 2, Style at Home Centre 49-59 O'Riorden St",Alexandria,2015,121,284,-33.9018822,151.2000122,1d4382e0-f45a-4666-bd7b-ec42364a87f0,1/11/2015 8:27:34 PM,True,True,False
334,Forty Winks Armidale,11,5,www.fortywinks.com.au,02 6772 4414,02 6772 4415,armidale@fortywinks.com.au,Shop 8/140 Miller Street,Armidale,2350,121,284,-30.5130234,151.6483154,37fa791c-0029-439d-a10e-dca74bc07d43,1/11/2015 8:28:36 PM,True,True,False
361,Forty Winks Aspley,11,5,www.fortywinks.com.au,07 3863 0800,07 3863 0600,Aspley@fortywinks.com.au,"Unit 14/15, Homebase Aspley, 825 Zilmere Road",Aspley,4034,122,284,-27.3561783,153.0182495,68fc4806-2338-4d17-af4c-df6b94c5be77,11/2/2016 9:17:15 PM,True,True,False
335,Forty Winks Auburn,11,5,www.fortywinks.com.au,02 9748 7755,02 9648 3318,fwauburn@bigpond.com,290 Parramatta Road,Auburn,2144,121,284,-33.8402100,151.0299377,9c6172eb-4f3e-4075-bbf8-cc7d9cecb167,1/11/2015 8:29:38 PM,True,True,False
383,Forty Winks Ballarat,11,5,www.fortywinks.com.au,03 5333 1861,03 5333 1788,ballarat@fortywinks.com.au,Cnr. Mair & Peel Streets,Ballarat,3350,125,284,-37.5604782,143.8642273,f79d55eb-31b3-466a-b9b0-16bdb179c39c,1/11/2015 8:30:03 PM,True,True,False
336,Forty Winks Ballina,11,5,www.fortywinks.com.au,02 6686 6826,02 6686 8615,info@fortywinksballina.com.au,"Shop 5 Harvey Norman Centre, 26 Boeing Avenue",Ballina,2478,121,284,-28.8450661,153.5585938,6bfab0da-0635-44ea-9f72-f19fa2aa851c,1/11/2015 8:30:42 PM,True,True,False
337,Forty Winks Bankstown,11,5,www.fortywinks.com.au,02 9707 1511,02 9707 1827,bankstown@fortywinks.com.au,"Home Central Bankstown, Cnr Canterbury & Chapel Rd South, 7/49 Chapel Road",South Bankstown,2200,121,284,-33.9333038,151.0292358,6c9c4ac5-5b4e-4a7d-bb24-c24acda6ed4f,1/11/2015 8:32:13 PM,True,True,False
